#name	ftp_path	organism	assembly_level
M_tub_PanR0611	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/615/GCF_000445615.1_fedora0611c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0702	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/635/GCF_000445635.1_fedora0702f_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0703	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/655/GCF_000445655.1_fedora0703c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0704	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/795/GCF_000442795.1_fedora0704i_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0707	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/675/GCF_000445675.1_fedora0707_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0708	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/695/GCF_000445695.1_fedora0708c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0801	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/715/GCF_000445715.1_fedora0801c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0802	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/965/GCF_000442965.1_fedora0802c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0803	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/735/GCF_000445735.1_fedora0803c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0804	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/755/GCF_000445755.1_fedora0804_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0805	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/775/GCF_000445775.1_fedora0805c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0902	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/795/GCF_000445795.1_fedora0902c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0903	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/815/GCF_000445815.1_fedora0903_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0904	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/835/GCF_000445835.1_fedora0904_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0906	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/855/GCF_000445855.1_fedora0906c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0907	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/875/GCF_000445875.1_fedora0907c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0908	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/895/GCF_000445895.1_fedora0908c_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR0909	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/915/GCF_000445915.1_fedora0909_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR1005	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/443/005/GCF_000443005.1_fedora1005_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR1006	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/975/GCF_000445975.1_fedora1006_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR1007	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/935/GCF_000445935.1_fedora1007_IS	Mycobacterium tuberculosis	Chromosome
M_tub_PanR1101	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/955/GCF_000445955.1_fedora1101e_IS	Mycobacterium tuberculosis	Chromosome
M_tub_R1207	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/045/GCF_000184045.1_ASM18404v1	Mycobacterium tuberculosis	Chromosome
M_tub_RGTB327	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/085/GCA_000277085.1_ASM27708v1	Mycobacterium tuberculosis	Complete Genome
M_tub_RGTB423	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/105/GCA_000277105.1_ASM27710v1	Mycobacterium tuberculosis	Complete Genome
M_tub_S96_129	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/415/GCF_000220415.1_ASM22041v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/695/GCF_001997695.1_ASM199769v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/925/GCF_002000925.1_ASM200092v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/585/GCF_001998585.1_ASM199858v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/175/GCF_001998175.1_ASM199817v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/885/GCF_001997885.1_ASM199788v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/145/GCF_001998145.1_ASM199814v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/225/GCF_001998225.1_ASM199822v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/725/GCF_001997725.1_ASM199772v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/775/GCF_001997775.1_ASM199777v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/265/GCF_001998265.1_ASM199826v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/975/GCF_001997975.1_ASM199797v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/365/GCF_001998365.1_ASM199836v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/805/GCF_001997805.1_ASM199780v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/935/GCF_001997935.1_ASM199793v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/965/GCF_002000965.1_ASM200096v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/105/GCF_001998105.1_ASM199810v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/705/GCF_001998705.1_ASM199870v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/905/GCF_002000905.1_ASM200090v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/735/GCF_001998735.1_ASM199873v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/645/GCF_001998645.1_ASM199864v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/485/GCF_001998485.1_ASM199848v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/945/GCF_002000945.1_ASM200094v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/455/GCF_001998455.1_ASM199845v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/075/GCF_001998075.1_ASM199807v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/425/GCF_001998425.1_ASM199842v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/025/GCF_001998025.1_ASM199802v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/545/GCF_001998545.1_ASM199854v1	Mycobacterium tuberculosis	Chromosome
M_tub_TRS9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/425/GCF_001997425.1_ASM199742v1	Mycobacterium tuberculosis	Chromosome
M_tub_UT205	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/555/GCF_000304555.1_Mt_UT205	Mycobacterium tuberculosis	Chromosome
M_tub_W_148	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/185/GCF_000193185.2_ASM19318v2	Mycobacterium tuberculosis	Complete Genome
M_tub_X122	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/025/GCF_000184025.1_ASM18402v1	Mycobacterium tuberculosis	Chromosome
